cytosolic_calcium_concentration CaMK__CaMKt cytosolic_sodium_concentration intracellular_ions__nass cytosolic_potassium_concentration intracellular_ions__kss intracellular_ions__cass intracellular_ions__cansr intracellular_ions__cajsr INa__m INa__hf INa__hs membrane_fast_sodium_current_j_gate INa__hsp INa__jp INaL__mL INaL__hL INaL__hLp Ito__a Ito__iF Ito__iS Ito__ap Ito__iFp Ito__iSp ICaL__d ICaL__ff ICaL__fs ICaL__fcaf ICaL__fcas ICaL__jca ICaL__ffp ICaL__fcafp ICaL__nca IKr__IC1 IKr__IC2 IKr__C1 IKr__C2 IKr__O IKr__IO IKr__IObound IKr__Obound IKr__Cbound IKs__xs1 IKs__xs2 IK1__xk1 ryr__Jrelnp ryr__Jrelp IKr__D
0.000120063695523 0.078894107435986 8.48882083872752 8.48898976141642 143.284886631507 143.284841383375 0.000123737413437 2.45282046055405 1.90849097241968 0.00749746048916 0.690942714964659 0.690836923088688 0.690015191186523 0.446253048838644 0.687388561207248 0.000195755159438 0.385590428262593 0.179717580211095 0.001015085849337 0.999537545098507 0.269277998752671 0.00051721719169 0.999537593177097 0.304357238403611 2.45748787275967E-09 0.999999990343431 0.767792607890883 0.999999990343809 0.977495818652837 0.985186613438607 0.999999558606368 0.999999964732342 0.011650143019985 0.986255686801228 7.01057931056512E-05 1.85630075496557E-08 9.07499667122827E-05 0.000936163331173 0.000347690658689 0 0 0 0.475511088550632 0.00022118688022 0.996815278077746 3.73537668652731E-07 4.66056620260742E-07 0
